index,date,region,hotel,review_positive,tag1,tag2,tag3
26535,2020-03-01,서울,JW 메리어트 호텔 서울,아주 좋았습니다.,all,,
26536,2022-02-01,서울,JW 메리어트 호텔 서울,"위치가 매우 좋습니다. 터미널, 백화점, 파미에스테이션 모두 가까워서 시간과 체력을 단축할 수 있습니다.",교통 / 접근성,인근시설(편의점 / 마트 / 시장),
26537,2021-12-01,서울,JW 메리어트 호텔 서울,"청결하고 전반적인 고객응대 서비스, 식사 좋았습니다.",청결,친절 / 서비스,"식사 (조식, 석식, 룸서비스)"
26538,2021-12-01,서울,JW 메리어트 호텔 서울,침구가 매우 깨끗하고 직원분의 서비스가 정말 좋았습니다,룸컨디션(가구 / 시설),친절 / 서비스,
26539,2021-11-01,서울,JW 메리어트 호텔 서울,신혼 숙박으로 뷰 좋은 곳으로 업그레이드 해주셔서 감사했습니다 ^^,"뷰 (불멍, 물멍, 일몰, 일출, 야경, 자연)",친절 / 서비스,
26540,2021-12-01,서울,JW 메리어트 호텔 서울,식사 메뉴 구성은 좋았습니다.,"식사 (조식, 석식, 룸서비스)",,
26541,2021-10-01,서울,JW 메리어트 호텔 서울,주차,"부대시설 (수영장, 사우나)",,
26542,2021-09-01,서울,JW 메리어트 호텔 서울,1. 숙소는 청결하고 좋았습니다. 2.욕실이 넓고 샤워시 이용하기 편리하였습니다.,청결,화장실,
26543,2021-09-01,서울,JW 메리어트 호텔 서울,"아침식사 맛있었어요 직원분들 모두 친절하고, 서비스 요청에 즉각적으로 대응해 주셨어요 객실내에 먼지가 많고 청소 상태가 안좋았지만, 공기 청정기를 갖다 주셔서 그나마 버틸수 있었어요 수건 생수등 서비스 요청에 5분 이상 걸리지 않을 정도로 직원분들 응대가 즉각적이고 친절했어요","식사 (조식, 석식, 룸서비스)",친절 / 서비스,
26544,2021-09-01,서울,JW 메리어트 호텔 서울,트윈룸이라 그런지 14충이었는데 진짜 정말 너무 시끄러워요 ㅜㅜ 밖에 도로가라서 그런지 밤새 차다니는 소리에 아침 6시부터는 옆방 쿵쾅거리는 소리 밖에서 통화하는소리 문닫는 소리 ㅜㅜ 이렇게 시끄러운 호텔 처음이에요 ㅜㅜ,,,
26545,2021-08-01,서울,JW 메리어트 호텔 서울,식사 맛있음,,,
26548,2021-08-01,서울,JW 메리어트 호텔 서울,아침식사맛나요,"식사 (조식, 석식, 룸서비스)",,
26549,2021-06-01,서울,JW 메리어트 호텔 서울,위치가좋음,교통 / 접근성,,
26550,2021-07-01,서울,JW 메리어트 호텔 서울,"최강은 얼리체크인으로 거의 24시간 이상 숙박가능했다는 점에 정말 감사하구 룸서비스 식사가 정말정말 맛있었어요. 요리 하나하나 꿀... 메뉴 선택 잘한 듯 ㅎㅎ 서비스가 좋고 정말 친절해요. 향기로운 로비와 넘나 이쁜체크인홀(최고최고), 넓찍한 객실까지 다 좋았어요. 욕실 두 면이 전체 거울이라 좋았댜 ㅎㅎ 물티슈에 마스크까지 지원해줘요!",친절 / 서비스,"식사 (조식, 석식, 룸서비스)",룸컨디션(가구 / 시설)
26551,2021-05-01,서울,JW 메리어트 호텔 서울,가족들이랑 식사도 편하게 하고 수영장도 좋았어요,가족,"부대시설 (수영장, 사우나)",
26552,2021-06-01,서울,JW 메리어트 호텔 서울,체크아웃 할때 직원분이 너무 친절하시고 인상이 좋아서 메리어트 호텔은 좋은기억으로 남겨집니다 다음에도 그 여직원분의 친절함을 기대해봅니다,친절 / 서비스,,
26553,2021-02-01,서울,JW 메리어트 호텔 서울,"백화점과 지하상가 이용이 편리했고, 이동 거리가 짧아서 짧은 시간 많은 경험을 하기에 좋은 위치였습니다. 음식도 좋았습니다. 부페는 모든 음식이 깔끔하고 특히 좋았습니다.",인근시설(편의점 / 마트 / 시장),"식사 (조식, 석식, 룸서비스)",청결
26554,2021-02-01,서울,JW 메리어트 호텔 서울,"위치도 너무 좋았고, 고속버스를 이용하고 백화점에서 식사를 할 수있어서 정말 만족스럽습니다.",교통 / 접근성,인근시설(편의점 / 마트 / 시장),
26555,2021-03-01,서울,JW 메리어트 호텔 서울,첫방문이었고 이그제큐티브 이용했습니다. 직원들이 친절했고 조식 맛있었습니다. 기념일을 축하하기 위해 방문하였는데 와인과 초콜릿 서비스를 주셔서 감사했습니다.,친절 / 서비스,"식사 (조식, 석식, 룸서비스)",
26557,2021-02-01,서울,JW 메리어트 호텔 서울,방이 아늑했음  백화점과 인접,룸컨디션(가구 / 시설),인근시설(편의점 / 마트 / 시장),
26558,2021-02-01,서울,JW 메리어트 호텔 서울,어메니티가 향과 질이 너무 좋았어요. 강한 라벤더 + 시트러스 향이 마음에 들어서 나중에 플레이버 방문할 때 본품 사려고해요. 시코르랑 합작해서 만들었다는데 향이 제 취향이었어요. 사우나와 수영장은 온천물을 사용한다고 했는데 그래서 그런지 몸이 보들보들해졌어요. 침구도 편안해서 푹잤습니다. 수영장은 레인이 많아서 좋은데 레인 중의 반은 마르퀴스 회원전용이었어요!,룸컨디션(가구 / 시설),"부대시설 (수영장, 사우나)",
26559,2021-01-01,서울,JW 메리어트 호텔 서울,"전체적인 서비스나 운영이 잘되어있어서 좋았어요. 이그젝티브 라운지 이용도 함께 했는데, 안내나 그런 부분도 잘해주셔서 좋았답니다. 또 기념일 예약이라 더 신경써주셔서 좋았어여",친절 / 서비스,,
26560,2020-12-01,서울,JW 메리어트 호텔 서울,고급진 분위기 좋은 야경,"뷰 (불멍, 물멍, 일몰, 일출, 야경, 자연)",,
26561,2020-11-01,서울,JW 메리어트 호텔 서울,"체크인할때 직원 , 객실룸청소하시는 직원분들 매우 친절하십니다. 그리고 백화점,터미널 연결되어 있어요",친절 / 서비스,인근시설(편의점 / 마트 / 시장),
26562,2020-11-01,서울,JW 메리어트 호텔 서울,라운지 이용 음식맛이 너무 좋았어요,"식사 (조식, 석식, 룸서비스)",,
26564,2020-04-01,서울,JW 메리어트 호텔 서울,직원친절함,친절 / 서비스,,
26565,2021-12-01,서울,JW 메리어트 호텔 서울,1인으로 예약했다가 갑자기 추가된 인원으로 문의 드렸더니 친절하고 신속하게 추가 예약해주셨고 혜택 내용도 친절히 안내해 주셔서 좋았습니다.,친절 / 서비스,,
26566,2021-03-01,서울,JW 메리어트 호텔 서울,최상의 호텔 방음 굿 침대 굿 욕실 굿 위치 굿,룸컨디션(가구 / 시설),화장실,
26567,2020-08-01,서울,JW 메리어트 호텔 서울,"조식 > 아기와 함께 먹기 편안한 분위기, 직원분들이 정말 많이 배려해주셔서 감사했습니다. 아이와 함께 두세군데 호텔을 다녀봤지만 여기 오고나서 이래서 애기엄마들이 호텔을 좋아하는구나 싶더라고요. 커피도 따로 준비해주시니 더욱 맛있었고, 아기가 먹을만한 생과일들이 많아서 더 좋았습니다.","식사 (조식, 석식, 룸서비스)",키즈,
26568,2020-07-01,서울,JW 메리어트 호텔 서울,리모델링해서인지 너무 깨끗하고 안좋았던 점이 없어요! 2주년 기념으로 찾은 곳인데 너무 만족해요!,청결,,
26569,2020-07-01,서울,JW 메리어트 호텔 서울,"접근성 좋고, 숙소 넓고 다른 곳은 슈퍼싱글 침대인데, 여긴 더블베드 두개! 욕실도 예뻤고, 블루투스 스피커도 있어서 이용 잘했어요~ 직원분들 정말 친절합니다! 서비스도 정말 좋았어요! 세세한 부분까지 신경 써줘서 같은 5성급이여도 다 같은 급이 아니구나를 느꼈네요. 올해 코로나 때문에 놀러가질 못해서 5성급 호텔 호캉스 투어 중인데요, 그중에 다시 가고 싶은 곳은 현재 메리어트 뿐이네요.",교통 / 접근성,룸컨디션(가구 / 시설),친절 / 서비스
26570,2020-06-01,서울,JW 메리어트 호텔 서울,호텔리어분들이 너무 친절했어요 🤗🤗,친절 / 서비스,,
26571,2020-04-01,서울,JW 메리어트 호텔 서울,서비스가 좋습니다.,친절 / 서비스,,
26572,2021-05-01,서울,JW 메리어트 호텔 서울,■침대가 편안하고 숙면을 취하기 좋았음 ■객실간 소음이 없고 조용한편 ■깨끗한 객실상태,룸컨디션(가구 / 시설),조용함,청결
26573,2020-11-01,서울,JW 메리어트 호텔 서울,교통의 편리성,교통 / 접근성,,
26575,2020-05-01,서울,JW 메리어트 호텔 서울,사우나,"부대시설 (수영장, 사우나)",,
26576,2022-02-01,서울,그랜드 인터컨티넨탈 서울 파르나스,"위치, 직원분들의 친절함, 어매니티, 객실 시설들 모두가 만족스러웠습니다.",교통 / 접근성,친절 / 서비스,룸컨디션(가구 / 시설)
26577,2022-02-01,서울,그랜드 인터컨티넨탈 서울 파르나스,쾌적하고 친절해요,청결,,
26578,2022-02-01,서울,그랜드 인터컨티넨탈 서울 파르나스,전체적으로 만족함,all,,
26580,2022-01-01,서울,그랜드 인터컨티넨탈 서울 파르나스,친절하고 요구한 가습기 공기청정기 모두 준비해주심,친절 / 서비스,,
26581,2021-12-01,서울,그랜드 인터컨티넨탈 서울 파르나스,청결하고 위치가 아주 좋았어요,청결,교통 / 접근성,
26582,2022-01-01,서울,그랜드 인터컨티넨탈 서울 파르나스,직원들의 친절함과 상황에 맞는 문제 해결 능력,친절 / 서비스,,
26583,2022-01-01,서울,그랜드 인터컨티넨탈 서울 파르나스,"조식 좋았고, 룸컨디션 좋았어요~ 좀싸게 이용잘했습니다","식사 (조식, 석식, 룸서비스)",룸컨디션(가구 / 시설),
26584,2022-01-01,서울,그랜드 인터컨티넨탈 서울 파르나스,"넷플릭스를 이용할 수 있었던 점, 블루투스 스피커, 커피머신 이용할 수 있어서 좋았습니다.",친절 / 서비스,,
26585,2021-12-01,서울,그랜드 인터컨티넨탈 서울 파르나스,객실 넓고 컨디션 좋음. 조말론 어메니티. 코엑스몰 현대백화점 메가박스 파르나스몰 바로 연결 편리함. 주차 편리. 조식 맛있음.,룸컨디션(가구 / 시설),인근시설(편의점 / 마트 / 시장),"식사 (조식, 석식, 룸서비스)"
26586,2021-12-01,서울,그랜드 인터컨티넨탈 서울 파르나스,코엑스와 연결되어 있어 편안하다. 완벽한 위치,교통 / 접근성,인근시설(편의점 / 마트 / 시장),
26587,2021-12-01,서울,그랜드 인터컨티넨탈 서울 파르나스,호텔리어분들이 너무 친절하게 해주셨고 코엑스가 바로 옆에 있어서 너무나 만족했습니다!,친절 / 서비스,인근시설(편의점 / 마트 / 시장),
26588,2021-12-01,서울,그랜드 인터컨티넨탈 서울 파르나스,다들 너무 친절하고 시설도 너무 다 깨끗하고 조식도 맘에 들고 위치도 좋았습니다,친절 / 서비스,"식사 (조식, 석식, 룸서비스)",교통 / 접근성
26589,2021-12-01,서울,그랜드 인터컨티넨탈 서울 파르나스,"직원 서비스, 방 상태, 청결도, 조식 퀄리티, 어메니티 모든게 좋았음",친절 / 서비스,룸컨디션(가구 / 시설),
26590,2021-12-01,서울,그랜드 인터컨티넨탈 서울 파르나스,서비스가 탁월함. 어메니티가 조말론인 점. 조식이 훌륭함. 객실내 블루투스 스피커 음질이 풍성함. 굉장히 넓은 쇼핑시설이 이어져있음. 네스프레소 머신♡,친절 / 서비스,룸컨디션(가구 / 시설),인근시설(편의점 / 마트 / 시장)
26591,2021-12-01,서울,그랜드 인터컨티넨탈 서울 파르나스,룸컨디션 좋았어요 어메니티도 넘 좋았어요,룸컨디션(가구 / 시설),친절 / 서비스,
26592,2021-12-01,서울,그랜드 인터컨티넨탈 서울 파르나스,깨끗해서 좋네요 조식도 맛있어요,청결,"식사 (조식, 석식, 룸서비스)",
26593,2021-12-01,서울,그랜드 인터컨티넨탈 서울 파르나스,아침식사도 맛있고 시설도 깔끔하고 무엇보다 이용객들에대한 편의제공 잘 이뤄짐,"식사 (조식, 석식, 룸서비스)",친절 / 서비스,
26594,2021-12-01,서울,그랜드 인터컨티넨탈 서울 파르나스,"1. 최고의 교통적 접근성(삼성역5번출구 바로앞) 및 사전요청(전망.가습기.공청기세팅) 잘 들어주신 점!! 바로 옆건물이 현대백화점. 여러모로 쇼핑용이함. 마이아트 뮤지엄과도 가까와서 전시보러가기에 굿  2. 조식 굿   조식 음식들도 가짓수는 많지 않아도 먹을만한 맛이었고 청결했다. 특히 생과일 주스가 여러가지인점 굿!! 창가석 옆에 자리구분 유리칸막이 위쪽이 불투명흰색처리 되어있어서, 혼밥하는 내가 남들의 시선에서 다소 편해서 좋았다. 라떼부터 카푸치노 아메리카노까지 직접 바로 만들어 가져다주는 서비스 넘 좋았다.  전반적으로 조식서비스 직원들이 친절했다.  특히 체크아웃하는 날 일찍 7시경 오전 조식때, 커피를 바로만들어 서빙해주신 안경쓰신 직원분이 카푸치노 거품아트를 센스있게 클스마스 테마로 예쁘게 장식해서 갖다주셨고, 트리가 하트모양 아래에 있어야 하는데 옆으로 치우쳐서 죄송하다며 웃으면서 주시는데 완전감동!!! 올 연말이 갑자기 행복해질거란 느낌을 받았다. 이곳 숙박경험이 유쾌함으로 마무리되던 순간였다.   3. 이불과 베게 등 침구가 폴란드산 거위털이라는데 넘 따듯하고 폭신해서 좋았다. 다만 소프트 매트리스를 선호하는 내게 이곳 킹침대는 다소 딱딱했다.  4. 1층에 GS25 편의점이 있어서 편리했다  5. 지하주차장이 넓고 호텔로 바로연결되어잇어서 매우 편했다.  6. 룸서비스가 종일~ 밤12:30까지 되는 점이 좋았다.",교통 / 접근성,"식사 (조식, 석식, 룸서비스)",룸컨디션(가구 / 시설)
26596,2021-10-01,서울,그랜드 인터컨티넨탈 서울 파르나스,위치가 너무너무 좋았고 주차도 넉넉해서 차량이용하기에도 좋았습니다. 방이 넓고 침대가 정말 편안했어요! 직원분의 밝고 친절한 응대가 인상깊었습니다.,교통 / 접근성,룸컨디션(가구 / 시설),친절 / 서비스
26597,2021-11-01,서울,그랜드 인터컨티넨탈 서울 파르나스,직원들 친절하고 조식이 맛있다.,친절 / 서비스,"식사 (조식, 석식, 룸서비스)",
26598,2021-12-01,서울,그랜드 인터컨티넨탈 서울 파르나스,인테리어 위치접근성 편안함,룸컨디션(가구 / 시설),교통 / 접근성,
26599,2021-11-01,서울,그랜드 인터컨티넨탈 서울 파르나스,체크인 줄이 길어요 그것빼고는 만족합니다,all,,
26601,2021-11-01,서울,그랜드 인터컨티넨탈 서울 파르나스,라운지룸 음식이 매우 만족스러웠고 직원들이 모두 친절합니다.,"식사 (조식, 석식, 룸서비스)",친절 / 서비스,
26602,2021-11-01,서울,그랜드 인터컨티넨탈 서울 파르나스,곳곳에 직원분들이 있어서 안내받기가 편했고 시설이 너무 깔끔해서 좋았습니다.,친절 / 서비스,청결,
26603,2021-11-01,서울,그랜드 인터컨티넨탈 서울 파르나스,뭐 최고의 호텔. 객실크기부터 시설과 위치 모두 빠뜨리지 않고 모든걸 갖고 있는 사기캐릭터!!,all,,
26604,2021-11-01,서울,그랜드 인터컨티넨탈 서울 파르나스,여자친구 생일기념으로 갔는데 와인한병 선물로 받아 기분좋게 보낼수있었고 조식도 맛있게 잘 먹었습니다. 호텔 주차시간을 넉넉히 주셔서 호텔 체크아웃 후 바로 근처 코엑스나 현대백화점 쇼핑 하기에 좋았습니다.,친절 / 서비스,"식사 (조식, 석식, 룸서비스)",인근시설(편의점 / 마트 / 시장)
26605,2021-11-01,서울,그랜드 인터컨티넨탈 서울 파르나스,"깨끗하고, 위치좋고, 편안히 이용했습니다. 조식도 맛있게 잘먹었습니다",청결,교통 / 접근성,"식사 (조식, 석식, 룸서비스)"
26607,2021-10-01,서울,그랜드 인터컨티넨탈 서울 파르나스,가족 여행으로 편안히 하룻밤 잘 쉬었습니다. 조식 룸 서비스로 한식을 시켰는데 정갈히 잘 나왔고 양도 충분했습니다,가족,"식사 (조식, 석식, 룸서비스)",
26608,2021-10-01,서울,그랜드 인터컨티넨탈 서울 파르나스,"호텔 컨디션이 기대이상으로 너무 좋았고 직원들, 지배인님 모두 너무 친절하셔서 기분 좋은 1박2일 보내다 왔어요. 아침 조식도 메뉴 구성이 다양하고 좋았어요 :)",친절 / 서비스,"식사 (조식, 석식, 룸서비스)",
26609,2021-10-01,서울,그랜드 인터컨티넨탈 서울 파르나스,클럽으라운지의 모든 직원들 및 컨시어지 직원 등 모든 직원의 친절한 웅대가 좋앗음,친절 / 서비스,,
26610,2021-10-01,서울,그랜드 인터컨티넨탈 서울 파르나스,조식 맛있음. 피트니스센터 수영장 좋음  위치 코엑스까지 도보 1분거리,"식사 (조식, 석식, 룸서비스)","부대시설 (수영장, 사우나)",인근시설(편의점 / 마트 / 시장)
26611,2021-10-01,서울,그랜드 인터컨티넨탈 서울 파르나스,위치 좋고 시설 좋고 조식 좋고 만족합니다,교통 / 접근성,룸컨디션(가구 / 시설),"식사 (조식, 석식, 룸서비스)"
26612,2021-10-01,서울,그랜드 인터컨티넨탈 서울 파르나스,다음에 또 갈게요 너무 너무 좋았어요,all,재방문의사,
26613,2021-10-01,서울,그랜드 인터컨티넨탈 서울 파르나스,어디서든 가까운 로비라 좋았고 조식임에도 불구하고 가짓수도 많고 한식과 양식등이 어우러져있어 좋았어요. 쥬스도 맛있었고 우유도 종류별로 있어 매우 만족스러웠습니다.  깨끗하고 좋아요.,"부대시설 (수영장, 사우나)","식사 (조식, 석식, 룸서비스)",청결
26614,2021-10-01,서울,그랜드 인터컨티넨탈 서울 파르나스,모든점이 만족스러웠습니다.! 재방문 의사 있습니다.!,all,재방문의사,
26615,2021-09-01,서울,그랜드 인터컨티넨탈 서울 파르나스,전반적,all,,
26616,2021-09-01,서울,그랜드 인터컨티넨탈 서울 파르나스,"아침식사는 좋았습니다. 다만, 아침에는 아이스크림이 제공이 되지 않는다는 점은 처음 오는 사람들은 참고해야할 것 같아요. 침대는 어른2 + 초등3학생이 같이 누워서 잘 정도로 편하고 넓었어요. 그리고 직원들이 정말 친절했습니다.","식사 (조식, 석식, 룸서비스)",룸컨디션(가구 / 시설),친절 / 서비스
26617,2021-08-01,서울,그랜드 인터컨티넨탈 서울 파르나스,"샤워를 많이해서 어메니티가 추가로 필요했는데 친절히 더 제공해주고, 생일맞이 방문이라 서비스가 더욱 좋았음.",친절 / 서비스,,
26618,2021-09-01,서울,그랜드 인터컨티넨탈 서울 파르나스,아침이 맛있었어요. 따뜻한 음식이 많았어요. 커피도 한잔 처음에 주셔서 잘 마셨습니다. 방도 넓고 욕실용품들도 좋았습니다. 수전도 세련되어서 좋았습니다.,"식사 (조식, 석식, 룸서비스)",룸컨디션(가구 / 시설),
26619,2021-09-01,서울,그랜드 인터컨티넨탈 서울 파르나스,"늘 그랜드 인터콘티넨탈 파르나스에서 숙박을 할때면 마음편하게 체크인하고 체크아웃하는 것 같습니다. 직원분들의 안내와 서비스는 늘 친절하며, 어디 하나 과하거나 부족하다는 느낌이 들지 않습니다. 마음 편한 적절하고 빠른 서비스가 항상 기억에 강하게 남습니다.",친절 / 서비스,,
26620,2021-09-01,서울,그랜드 인터컨티넨탈 서울 파르나스,처음 체크인시 요청드린 점을 잘 들어주시고 흔쾌히 편의를 봐주셔서 감사했고 좋았습니다. 침구와 화장실이 매우 깨끗하게 느껴졌습니다. 룸이 조용했습니다. 직원분들이 매우 친절하게 응대해 주셨습니다.,친절 / 서비스,룸컨디션(가구 / 시설),조용함
26621,2021-09-01,서울,그랜드 인터컨티넨탈 서울 파르나스,정말 깨끗하고 모든 직원분들이 친절하셨습니다. 룸서비스도 만족스러웠고 어매니티도 좋았습니다.,청결,친절 / 서비스,
26622,2021-09-01,서울,그랜드 인터컨티넨탈 서울 파르나스,"청결함, 직원들 친절함, 위치가 좋음, 룸서비스가 훌륭함",청결,친절 / 서비스,교통 / 접근성
26623,2021-09-01,서울,그랜드 인터컨티넨탈 서울 파르나스,"늘 만족스럽습니다! 직원분들 모두 친절하시고, 적극적이고 만족스러운 응대, 코엑스와도 연결되어 있고, 저 개인적으로는 가격이나 시설 전반적인 걸 따져봤을 때 강남권에서 제일이라고 생각합니다^^",친절 / 서비스,인근시설(편의점 / 마트 / 시장),
26624,2021-09-01,서울,그랜드 인터컨티넨탈 서울 파르나스,조식 맛있고 직원 및 하우스키핑해주시는 분도 밝게 인사해 주셔서 감사해습니다. 레이트체크아웃도 흔쾌히 받아주셧ㅓ 감사했습니다 ^^,"식사 (조식, 석식, 룸서비스)",친절 / 서비스,
26625,2021-09-01,서울,그랜드 인터컨티넨탈 서울 파르나스,"친절한 직원, 잘 관리된 시설 및 소품, 좋은 위치",친절 / 서비스,룸컨디션(가구 / 시설),교통 / 접근성
26626,2021-09-01,서울,그랜드 인터컨티넨탈 서울 파르나스,시설도좋고 룸컨디션도좋고 티비가 두대로있어서 침실에서보다가 거실같은 다른공간에서 식사하면서 또 볼수있어서 좋았습니다. 직원분들이 친절하시고 결혼식끝나고 조금 늦게가서 오래못있어서 아쉽더라구요. 교통편도좋고 룸도좋고 다 좋았어서 다시 숙박하고싶은 곳이예요!,룸컨디션(가구 / 시설),친절 / 서비스,교통 / 접근성
26627,2021-06-01,서울,그랜드 인터컨티넨탈 서울 파르나스,친절하고 룸컨디션도 완전 좋았어요.  재방문 의향 있습니다.,친절 / 서비스,룸컨디션(가구 / 시설),재방문의사
26628,2021-08-01,서울,그랜드 인터컨티넨탈 서울 파르나스,출장지가 삼성역 근처라 가까워서 좋고 꼭 호텔 룸서비스 아니더라도 지하로 내려가 음식 살수있다는게 음식을 고르는 폭이 넓음,교통 / 접근성,인근시설(편의점 / 마트 / 시장),
26630,2021-08-01,서울,그랜드 인터컨티넨탈 서울 파르나스,"위치,친절,청결 다 좋았어요",교통 / 접근성,친절 / 서비스,청결
26631,2021-08-01,서울,그랜드 인터컨티넨탈 서울 파르나스,리모델링 한지 얼마 안되서 시설은 깨끗하고 좋았습니다 아침 조식 룸서비스 좋았습니다,청결,"식사 (조식, 석식, 룸서비스)",
26632,2021-08-01,서울,그랜드 인터컨티넨탈 서울 파르나스,아침식사 맛있고 교통 쇼핑 편리해요,"식사 (조식, 석식, 룸서비스)",교통 / 접근성,
26633,2021-08-01,서울,그랜드 인터컨티넨탈 서울 파르나스,조식,"식사 (조식, 석식, 룸서비스)",,
26634,2021-07-01,서울,그랜드 인터컨티넨탈 서울 파르나스,갑갑했던 기억에 조금걱정했는데 룸을 업그레이드 받아 생각보다 좋았어요 침대도 너무폭신하고 깨끗해좋았어요 시설도 깨끗하고 주위도 조용하고  조식도 너무 맛있어 같이 갔던 딸이 자주 가자고 졸라 댑니다.,룸컨디션(가구 / 시설),"식사 (조식, 석식, 룸서비스)",조용함
26635,2021-08-01,서울,그랜드 인터컨티넨탈 서울 파르나스,"모든게 고급스럽고 깨끗하고 좋았음, 서비스 친절하고 편안함, 조식뷔페  정말 맛있음",청결,친절 / 서비스,"식사 (조식, 석식, 룸서비스)"
26637,2021-07-01,서울,그랜드 인터컨티넨탈 서울 파르나스,"파르나스 몰과 연결되어 있어 대중교통으로도 접근이 편안했습니다 객실은 트윈 룸이라 좁을 것이라 예상했으나, 생각보다 두 침대 간 간격이 떨어져 있고 소파나 데스크가 준비되어 있어 두 사람이 편안하게 사용하였습니다 티비는 55인치인데 프론트에서 알려준대로 넷플릭스/유튜브/왓챠 등을 볼 수 있습니다 침대에 편안히 누워 재미있는 영상들을 본 기억이 납니다 트윈 룸이라 욕조가 없을 수도 있을 거라 생각했으나 욕조도 있었고 수전이 그로헤 수전이라 편하게 사용했습니다 화장실은 양쪽으로 나뉘어 있어 혹시나 모를 상황에 대비하기 좋았고 객실이 건조할 것 같아 요청드린 공청기와 가습기도 잘 사용하였습니다 코로나19만 아니면 객실가격이 더 높았을 것으로 예상되나 이런 시기에 잘 맞춰 좋은 호텔을 다녀온 것 같아 기분이 좋았습니다",교통 / 접근성,룸컨디션(가구 / 시설),친절 / 서비스
26638,2021-06-01,서울,그랜드 인터컨티넨탈 서울 파르나스,조식에 나온 스테이크가 기대 이상이였다,"식사 (조식, 석식, 룸서비스)",,
26639,2021-06-01,서울,그랜드 인터컨티넨탈 서울 파르나스,침구가 깨끗하고 좋았어요. 방도 아늑했고요. 아이 생일이라 특별한 추억을 만들어주고 싶다고 요청드렸었는데 맛있는 케이크를 주셔서 정말 감사했어요. (증빙서류가 필요했어요. 진짜 생일이라 괜찮았습니다. ㅎㅎ),룸컨디션(가구 / 시설),친절 / 서비스,
26640,2021-07-01,서울,그랜드 인터컨티넨탈 서울 파르나스,"깨끗하고, 조용하면서도 편리한 위치라 좋았습니다. 특히, 서울 강남지역을 여행하시는 분이라면 이 호텔이 좋을 듯 합니다. 직원들도 친철하고,  아침 식사 종류도 다양하고 엄청 맛있네요..",청결,조용함,교통 / 접근성
26641,2021-06-01,서울,그랜드 인터컨티넨탈 서울 파르나스,조식 최고 깔끔함 너무좋았음.,"식사 (조식, 석식, 룸서비스)",,
26642,2021-07-01,서울,그랜드 인터컨티넨탈 서울 파르나스,룸도 깨끗하고 방음도 잘되고 친절하고 교통도 편리하고 다 좋았어요 다음에 또 오고싶어요,청결,교통 / 접근성,재방문의사
26643,2021-06-01,서울,그랜드 인터컨티넨탈 서울 파르나스,친절하고 조용했어요,친절 / 서비스,조용함,
26644,2021-06-01,서울,그랜드 인터컨티넨탈 서울 파르나스,리뉴얼을 해서 그런지 객실이 참 모던했고 예뻤습니다. 객실도 깨끗하고 어메니티도 조말론이라서 너무 좋았어요 :) 특별한날에 호캉스로 오기 딱인 호텔인것같아요. 위치도 코엑스에 있어서 다음날 점심먹기도 좋았어요,룸컨디션(가구 / 시설),인근시설(편의점 / 마트 / 시장),
26645,2021-06-01,서울,그랜드 인터컨티넨탈 서울 파르나스,호텔에서 바로 연결되는 쇼핑몰과 백화점이 있어서 아이들 데리고 먹고 구경하는 코스가 아주 좋았습니다. 호텔 리뉴얼되고 깔끔하고 넓은 객실에 만족했고 체크인 할 때 친절하게 세심한 부분까지 챙겨 주셔서 감사했습니다. 어매니티도 매우 만족스러웠고 아이들 어매니티와 가운까지 따로 잘 챙겨주셔서 잘 사용했습니다. 체크아웃도 익스프레스로 되니 간편하고 좋았습니다.,인근시설(편의점 / 마트 / 시장),룸컨디션(가구 / 시설),친절 / 서비스
26646,2021-06-01,서울,그랜드 인터컨티넨탈 서울 파르나스,아침밥이 다른곳에 비해 맛있었고 강남인데 시원하게 뻥뚤린 뷰가 넘 좋았어요~ 그리고 직원분들도 넘 친절하세요,"식사 (조식, 석식, 룸서비스)","뷰 (불멍, 물멍, 일몰, 일출, 야경, 자연)",
26647,2021-06-01,서울,그랜드 인터컨티넨탈 서울 파르나스,여기 조식 아침에 스테이크나옵니다! 스테이크먹으니 디너먹는 느낌에 쌀국수도 존맛입니다. 왠만한 호텔 가봤는데 조식 정말 맘에 들어요 커피도 바닐라라때나 카페라때등 주문하면 나오니 꿀입니다. 아이스로!!,"식사 (조식, 석식, 룸서비스)",,
26648,2021-06-01,서울,그랜드 인터컨티넨탈 서울 파르나스,수술 후 며칠간 머무는 일정이었기에 휴식이 가장 중요했습니다. 데스크와 키퍼분의 배려로 편안하게 쉬다 왔습니다. 객실내 청결도도 아주 좋았구요. 가습기도 잘 사용했습니다.,친절 / 서비스,청결,
26649,2021-06-01,서울,그랜드 인터컨티넨탈 서울 파르나스,로비 프론트 매니저님들? 직원분들 정말 친절하셔서 좋았습니다. 객실도 예상만큼 넓고 쾌적했구요~ 조식도 좋았습니다^^,친절 / 서비스,룸컨디션(가구 / 시설),"식사 (조식, 석식, 룸서비스)"
26650,2021-06-01,서울,그랜드 인터컨티넨탈 서울 파르나스,친절한 서비스에 감동 받았습니다.,친절 / 서비스,,
26651,2021-06-01,서울,그랜드 인터컨티넨탈 서울 파르나스,"대분분 다 좋았습니다 위치, 시설, 조식, 서비스 등등 특히 유리잔이 깨졌는데 빨리 치워주셔서 감사합니다",all,,
26652,2021-06-01,서울,그랜드 인터컨티넨탈 서울 파르나스,엄청 친절하고 깨끗했어요,친절 / 서비스,청결,
